Album URL,Album Caption,Img URL,Img caption,DON,Notes
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796224&size=full&album=1&collection=823259&parent=72103,"Bathing pool
Digital Order Number: a105162",a105162,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796225&size=full&album=1&collection=823259&parent=72103,"Collaroy's Up to Date Estate Agency [Dwight & Frazer Property Agents]
Digital Order Number: a105163",a105163,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796226&size=full&album=1&collection=823259&parent=72103,"Collaroy's Up to Date Estate Agency [Dwight & Frazer Property Agents]
Digital Order Number: a105164",a105164,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796227&size=full&album=1&collection=823259&parent=72103,"A Holiday at Collaroy Beach
Digital Order Number: a105165",a105165,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796228&size=full&album=1&collection=823259&parent=72103,"Carnival, Collaroy Beach
Digital Order Number: a105166",a105166,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796229&size=full&album=1&collection=823259&parent=72103,"Collaroy Beach
Digital Order Number: a105167",a105167,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796230&size=full&album=1&collection=823259&parent=72103,"Collaroy [beach scene]
Digital Order Number: a105168",a105168,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796231&size=full&album=1&collection=823259&parent=72103,"From Collaroy
Digital Order Number: a105169",a105169,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72108,"[Scenes of Coogee Beach, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796232&size=full&album=1&collection=823260&parent=72108,"Surf bathing, Coogee
Digital Order Number: a105171",a105171,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796233&size=full&album=1&collection=823260&parent=72108,"Coogee
Digital Order Number: a105172",a105172,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796234&size=full&album=1&collection=823260&parent=72108,"Coogee
Digital Order Number: a105173",a105173,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796235&size=full&album=1&collection=823260&parent=72108,"Surfing Coogee
Digital Order Number: a105174",a105174,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796236&size=full&album=1&collection=823260&parent=72108,"Coogee Beach
Digital Order Number: a105175",a105175,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796237&size=full&album=1&collection=823260&parent=72108,"Coogee Beach
Digital Order Number: a105176",a105176,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796238&size=full&album=1&collection=823260&parent=72108,"When the surf calls at Coogee
Digital Order Number: a105177",a105177,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796239&size=full&album=1&collection=823260&parent=72108,"Coogee looking south
Digital Order Number: a105178",a105178,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796240&size=full&album=1&collection=823260&parent=72108,"A Holiday at Coogee
Digital Order Number: a105179",a105179,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796241&size=full&album=1&collection=823260&parent=72108,"A Holiday at Coogee
Digital Order Number: a105180",a105180,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796242&size=full&album=1&collection=823260&parent=72108,"Coogee
Digital Order Number: a105181",a105181,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796243&size=full&album=1&collection=823260&parent=72108,"Birdseye View, Coogee
Digital Order Number: a105182",a105182,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796244&size=full&album=1&collection=823260&parent=72108,"Figure Eight, Coogee [amusement ride]
Digital Order Number: a105183",a105183,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72119,"[Scenes of Cowra, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796245&size=full&album=1&collection=823261&parent=72119,"Kendal St., Cowra
Digital Order Number: a105184",a105184,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796246&size=full&album=1&collection=823261&parent=72119,"[Kendal St., Cowra, including Allen Bros. Drapers and Outfitters]
Digital Order Number: a105185",a105185,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796247&size=full&album=1&collection=823261&parent=72119,"[Station, Cowra]
Digital Order Number: a105186",a105186,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796248&size=full&album=1&collection=823261&parent=72119,"[Public School, Cowra]
Digital Order Number: a105187",a105187,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796249&size=full&album=1&collection=823261&parent=72119,"[Interior, Catholic Church, Cowra]
Digital Order Number: a105188",a105188,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72124,"[Scenes of Cremorne, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796250&size=full&album=1&collection=823262&parent=72124,"Cremorne, Mosman Bay
Digital Order Number: a105190",a105190,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796251&size=full&album=1&collection=823262&parent=72124,"Cremorne, Mosman Bay
Digital Order Number: a105191",a105191,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796252&size=full&album=1&collection=823262&parent=72124,"Cremorne, Sydney Harbour
Digital Order Number: a105192",a105192,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796253&size=full&album=1&collection=823262&parent=72124,"Cremorne Pt., Sydney Harbour
Digital Order Number: a105193",a105193,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796254&size=full&album=1&collection=823262&parent=72124,"Cremorne Pt., Sydney Harbour
Digital Order Number: a105194",a105194,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796255&size=full&album=1&collection=823262&parent=72124,"Cremorne Pt. and Mosman Bay
Digital Order Number: a105195",a105195,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72132,"[Scenes of Cronulla Beach, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796256&size=full&album=1&collection=823264&parent=72132,"Surf bathing, Cronulla
Digital Order Number: a105196",a105196,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796257&size=full&album=1&collection=823264&parent=72132,"Cronulla
Digital Order Number: a105197",a105197,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796258&size=full&album=1&collection=823264&parent=72132,"Cronulla
Digital Order Number: a105198",a105198,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796260&size=full&album=1&collection=823264&parent=72132,"Cronulla
Digital Order Number: a105200",a105200,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796261&size=full&album=1&collection=823264&parent=72132,"Oak Park Pool, Cronulla
Digital Order Number: a105201",a105201,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796262&size=full&album=1&collection=823264&parent=72132,"Rock Pools, Cronulla
Digital Order Number: a105202",a105202,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796263&size=full&album=1&collection=823264&parent=72132,"Cronulla
Digital Order Number: a105203",a105203,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796264&size=full&album=1&collection=823264&parent=72132,"Cronulla
Digital Order Number: a105204",a105204,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796265&size=full&album=1&collection=823264&parent=72132,"Cronulla
Digital Order Number: a105205",a105205,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796266&size=full&album=1&collection=823264&parent=72132,"Ocean Wharf, Cronulla
Digital Order Number: a105206",a105206,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796267&size=full&album=1&collection=823264&parent=72132,"Early Cronulla
Digital Order Number: a105207",a105207,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796268&size=full&album=1&collection=823264&parent=72132,"At Shell Beach, Cronulla
Digital Order Number: a105208",a105208,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796269&size=full&album=1&collection=823264&parent=72132,"The Bower, Shell Beach, Cronulla
Digital Order Number: a105209",a105209,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796270&size=full&album=1&collection=823264&parent=72132,"Shell Beach, Cronulla
Digital Order Number: a105210",a105210,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796271&size=full&album=1&collection=823264&parent=72132,"Children's Corner, Shell Beach, Cronulla
Digital Order Number: a105211",a105211,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796272&size=full&album=1&collection=823264&parent=72132,"Burraneer Bay, Cronulla
Digital Order Number: a105212",a105212,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796273&size=full&album=1&collection=823264&parent=72132,"The Wishing Tree, Cronulla
Digital Order Number: a105213",a105213,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796274&size=full&album=1&collection=823264&parent=72132,"Boating, Port Hacking, Cronulla
Digital Order Number: a105214",a105214,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796275&size=full&album=1&collection=823264&parent=72132,"The Entrance, Port Hacking, Cronulla
Digital Order Number: a105215",a105215,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796276&size=full&album=1&collection=823264&parent=72132,"Gunnamatta Hd., and Hatchery Pt. from Cronulla ferry
Digital Order Number: a105216",a105216,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72145,"[Scenes of Curl Curl Beach, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796280&size=full&album=1&collection=823266&parent=72145,"Curl Curl Beach
Digital Order Number: a105221",a105221,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796281&size=full&album=1&collection=823266&parent=72145,"Curl Curl Beach
Digital Order Number: a105222",a105222,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72153,"[Scenes of Dee Why, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796283&size=full&album=1&collection=823267&parent=72153,"The Bath, Dee Why
Digital Order Number: a105226",a105226,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796284&size=full&album=1&collection=823267&parent=72153,"In the surf, Dee Why
Digital Order Number: a105227",a105227,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796285&size=full&album=1&collection=823267&parent=72153,"Ocean and bath, Dee Why
Digital Order Number: a105228",a105228,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796286&size=full&album=1&collection=823267&parent=72153,"Dee Why beach
Digital Order Number: a105229",a105229,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796287&size=full&album=1&collection=823267&parent=72153,"Dee Why Head
Digital Order Number: a105230",a105230,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796288&size=full&album=1&collection=823267&parent=72153,"Dee Why, A View from the Pittwater Road
Digital Order Number: a105231",a105231,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796289&size=full&album=1&collection=823267&parent=72153,"Birdseye View, Dee Why
Digital Order Number: a105232",a105232,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72158,"[Scenes of Drummoyne, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796290&size=full&album=1&collection=823268&parent=72158,"Post Office, Drummoyne
Digital Order Number: a105234",a105234,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796291&size=full&album=1&collection=823268&parent=72158,"Grotto, Drummoyne
Digital Order Number: a105235",a105235,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796292&size=full&album=1&collection=823268&parent=72158,"Catholic Church, Drummoyne
Digital Order Number: a105236",a105236,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796293&size=full&album=1&collection=823268&parent=72158,"Presbyterian Church, Drummoyne
Digital Order Number: a105237",a105237,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796294&size=full&album=1&collection=823268&parent=72158,"Methodist Church, Drummoyne
Digital Order Number: a105238",a105238,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796295&size=full&album=1&collection=823268&parent=72158,"Drummoyne and Bridge
Digital Order Number: a105239",a105239,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796296&size=full&album=1&collection=823268&parent=72158,"Drummoyne Bridge
Digital Order Number: a105240",a105240,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796297&size=full&album=1&collection=823268&parent=72158,"Drummoyne and Parramatta River
Digital Order Number: a105241",a105241,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796298&size=full&album=1&collection=823268&parent=72158,"Drummoyne wharf, Parramatta River
Digital Order Number: a105242",a105242,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72165,"[Scenes of Dulwich Hill, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796299&size=full&album=1&collection=823269&parent=72165,"Marrickville Rd., Dulwich Hill
Digital Order Number: a105243",a105243,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796300&size=full&album=1&collection=823269&parent=72165,"Canterbury Rd, Dulwich Hill
Digital Order Number: a105244",a105244,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796301&size=full&album=1&collection=823269&parent=72165,"Post Office
Digital Order Number: a105245",a105245,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796302&size=full&album=1&collection=823269&parent=72165,"Opening, Public School, Dulwich Hill
Digital Order Number: a105246",a105246,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796303&size=full&album=1&collection=823269&parent=72165,"Opening, Public School, Dulwich Hill
Digital Order Number: a105247",a105247,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796305&size=full&album=1&collection=823269&parent=72165,"Dulwich St., Dulwich Hill
Digital Order Number: a105249",a105249,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72167,"[Scenes of Eastwood, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796306&size=full&album=1&collection=823270&parent=72167,"Blaxland Rd., Eastwood
Digital Order Number: a105251",a105251,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796307&size=full&album=1&collection=823270&parent=72167,"Blaxland Rd., Eastwood
Digital Order Number: a105252",a105252,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796308&size=full&album=1&collection=823270&parent=72167,"Railway Station
Digital Order Number: a105253",a105253,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796309&size=full&album=1&collection=823270&parent=72167,"Church of England, Eastwood
Digital Order Number: a105254",a105254,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796310&size=full&album=1&collection=823270&parent=72167,"Church of England, Eastwood
Digital Order Number: a105255",a105255,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796311&size=full&album=1&collection=823270&parent=72167,"The North Lake, Eastwood
Digital Order Number: a105256",a105256,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796313&size=full&album=1&collection=823270&parent=72167,"The Orchards, Eastwood
Digital Order Number: a105258",a105258,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796314&size=full&album=1&collection=823270&parent=72167,"""Brushfarm"", Eastwood
Digital Order Number: a105259",a105259,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796315&size=full&album=1&collection=823270&parent=72167,"""Leyton"", Eastwood
Digital Order Number: a105260",a105260,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796316&size=full&album=1&collection=823270&parent=72167,"Birdseye View, Eastwood
Digital Order Number: a105261",a105261,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72198,"[Scenes of Ettalong Beach, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796320&size=full&album=1&collection=823273&parent=72198,"95lb Jewfish from Ettalong
Digital Order Number: a105266",a105266,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796321&size=full&album=1&collection=823273&parent=72198,"At Ettalong
Digital Order Number: a105267",a105267,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796322&size=full&album=1&collection=823273&parent=72198,"Ettalong, Woy Woy
Digital Order Number: a105268",a105268,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796323&size=full&album=1&collection=823273&parent=72198,"Howe's Store and Estate Agency, Ettalong
Digital Order Number: a105269",a105269,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796324&size=full&album=1&collection=823273&parent=72198,"A. Leslie Howe [including The Mutual Cash Store]
Digital Order Number: a105270",a105270,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796325&size=full&album=1&collection=823273&parent=72198,"At Ettalong [Wynne's General Groceries & Provisions etc. ; Wynne's Land Estate & Commission Agency]
Digital Order Number: a105271",a105271,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796326&size=full&album=1&collection=823273&parent=72198,"F. Lucas Pioneer Store, Ettalong
Digital Order Number: a105272",a105272,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72201,"[Scenes of Fernhill [Hurlstone Park], N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796328&size=full&album=1&collection=823274&parent=72201,"St. Paul of the Cross Church, Fernhill N.S.W.
Digital Order Number: a105275",a105275,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796329&size=full&album=1&collection=823274&parent=72201,"St. Savours C.E. Church, Fernhill
Digital Order Number: a105276",a105276,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796330&size=full&album=1&collection=823274&parent=72201,"Duntroon St., Fernhill
Digital Order Number: a105277",a105277,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796331&size=full&album=1&collection=823274&parent=72201,"Hopetoun St., Fernhill [including row of Federation style cottages]
Digital Order Number: a105278",a105278,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72224,[Scenes of Gladesville Hospital],,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796337&size=full&album=1&collection=823276&parent=72224,"Entrance, Hospital for Insane, Gladesville
Digital Order Number: a105286",a105286,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796338&size=full&album=1&collection=823276&parent=72224,"The Garden, Hospital for the Insane, Gladesville
Digital Order Number: a105287",a105287,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796339&size=full&album=1&collection=823276&parent=72224,"Garden fete, Gladesville Hospital
Digital Order Number: a105288",a105288,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72228,"[Scenes of Glebe, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796340&size=full&album=1&collection=823277&parent=72228,"Glebe Rd., N.S.W.
Digital Order Number: a105289",a105289,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796341&size=full&album=1&collection=823277&parent=72228,"Glebe Rd., N.S.W.
Digital Order Number: a105290",a105290,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796342&size=full&album=1&collection=823277&parent=72228,"St. Johns C.E. Church, Glebe, N.S.W.
Digital Order Number: a105291",a105291,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796343&size=full&album=1&collection=823277&parent=72228,"Methodist Church, Glebe, N.S.W.
Digital Order Number: a105292",a105292,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796344&size=full&album=1&collection=823277&parent=72228,"St. James R.C. Church, Glebe, N.S.W.
Digital Order Number: a105293",a105293,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796346&size=full&album=1&collection=823277&parent=72228,"Girls Public School, Glebe N.S.W.
Digital Order Number: a105295",a105295,
http://www.acmssearch.sl.nsw.gov.au//search/itemDetailPaged.cgi?itemID=72235,"[Scenes of Gosford, N.S.W.]",,,,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796349&size=full&album=1&collection=823279&parent=72235,"Mann St., Gosford, from Jephson's Cnr.
Digital Order Number: a105298",a105298,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796350&size=full&album=1&collection=823279&parent=72235,"Mann St., Gosford, from Jephson's Cnr.
Digital Order Number: a105299",a105299,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796352&size=full&album=1&collection=823279&parent=72235,"[Mann St., Gosford]
Digital Order Number: a105301",a105301,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796353&size=full&album=1&collection=823279&parent=72235,"Looking south, Mann St., Gosford
Digital Order Number: a105302",a105302,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796355&size=full&album=1&collection=823279&parent=72235,"Jephson's Cnr., Gosford
Digital Order Number: a105304",a105304,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796356&size=full&album=1&collection=823279&parent=72235,"Campbell's Cnr., Gosford
Digital Order Number: a105305",a105305,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796357&size=full&album=1&collection=823279&parent=72235,"Savings Bank, Gosford [Government Savings Bank of N.S.W.]
Digital Order Number: a105306",a105306,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796358&size=full&album=1&collection=823279&parent=72235,"Council Chambers, Gosford
Digital Order Number: a105307",a105307,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796359&size=full&album=1&collection=823279&parent=72235,"Council Chambers, Gosford
Digital Order Number: a105308",a105308,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796361&size=full&album=1&collection=823279&parent=72235,"Old Convict Settlement, Gosford
Digital Order Number: a105310",a105310,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796362&size=full&album=1&collection=823279&parent=72235,"The Floggers Tree, Old Convict Settlement, Gosford
Digital Order Number: a105311",a105311,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796363&size=full&album=1&collection=823279&parent=72235,"Petch's Livery Stables, Gosford (Coaches daily to Terrigal & Wamberall)
Digital Order Number: a105312",a105312,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796364&size=full&album=1&collection=823279&parent=72235,"A View from Gosford
Digital Order Number: a105313",a105313,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796365&size=full&album=1&collection=823279&parent=72235,"At Gosford
Digital Order Number: a105314",a105314,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796366&size=full&album=1&collection=823279&parent=72235,"The Wharf, Gosford
Digital Order Number: a105315",a105315,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796367&size=full&album=1&collection=823279&parent=72235,"Panorama, Gosford
Digital Order Number: a105316",a105316,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796368&size=full&album=1&collection=823279&parent=72235,"Brisbane Water and Gosford, from Presidents Hill
Digital Order Number: a105317",a105317,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796369&size=full&album=1&collection=823279&parent=72235,"A View from Gosford
Digital Order Number: a105318",a105318,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796370&size=full&album=1&collection=823279&parent=72235,"Looking south from Gosford
Digital Order Number: a105319",a105319,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796371&size=full&album=1&collection=823279&parent=72235,"Kendall's Rock, Gosford [inscribed H. Kendall, 1874]
Digital Order Number: a105320",a105320,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796372&size=full&album=1&collection=823279&parent=72235,"Kendall's Rock, Gosford [inscribed H. Kendall, 1874]
Digital Order Number: a105321",a105321,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796373&size=full&album=1&collection=823279&parent=72235,"Orchard scene, Gosford district
Digital Order Number: a105322",a105322,
,,http://www.acmssearch.sl.nsw.gov.au/search/itemLargeCopyright.cgi?itemID=796374&size=full&album=1&collection=823279&parent=72235,"Greetings from Gosford
Digital Order Number: a105323",a105323,
